"doc_id","element_id","word_count","sd","ave_sentiment","topic","text"
"5823",52,259,0.22905928748558,-0.0621649781764285,"Bad Performance","First of all i want to convey  JBL to add to some quality in their products if they are charging such a high price for them. I want to share my honest observation and experience about my JBL BT.1. I bought this for the price of Rs. 2199/- which is quite high in comparison to other BT devices containg same features2. Noise cancellation is really poor that if i am outside somewhere the another caller is hardly able to understand the voice properly.3. I bought this device two months back from the very first day it gets disconnected from my mobile whenever any call come then i have to mannually connect it.4. Now its microphone stopped working and the worst part is  i deposited it to the JBL service center on 9th may 2019, they told me that they will take the time of 15days to replace the product even after waiting for more than 20 days i have not recieved any satisfactory answer from JBL customer support then what the hell the term warranty makes any sense.Now they told me that they don't have the same product in the stock and they also don't know when it will be in stock.I am highly disappointed from the customer service from such a highly reputed brand JBL, in my opinion this is just a ordinary BT earphones with a tag of JBL and no quality features.I request  JBL to look into the matter as soon as possible and arrange to replace my product.My service request no. is DL-E250519-25010
"
"9358",53,1,NA,0.75,"Worth the Money","Good
"
"3906",54,17,NA,-0.375930218806316,"Battery Life","Very bad battery life i use 1 monthy only battery dead i change 2 hrs its standed only 5 mnts....
"
"1053",55,27,NA,0.259807621135332,"Bluetooth connectivity","Very good product,if u hav 1.5k go for itGud at battery, bass,durability,built qualityI hav used many Bluetooth earphones but this one is very gud
"
"4832",56,1,NA,0.5,"Worth the Money","Nice
"
"5461",57,35,NA,0.26199781896584,"Excellent Performance","The product is amazing with a great battery life (usage after 1 week) and noise cancellation and sound quality are top notch not only that but it has such low weight and the package is perfect.
"
"12968",58,14,0.505978600090953,-0.390472291609978,"Battery Life","Sound quality is reasonably good but it's not like pure bass. Long battery hours.
"
"11287",59,16,1.29286310492731,0.314192268639994,"Bad Performance","sound quality is clear and very good. bass sound it right and not over the top
"
"11797",60,26,NA,0.538338790954315,"Ergonomics","I bought these headphones recently, the product seems okay , but the cover case of headphones were very old and it felt like the stock clearance product.
"
"9313",61,3,NA,0.866025403784439,"Product Durability","Great sound quality
"
"9164",62,16,0.32049178034395,-0.220591684304201,"After-sales Service","Not working within a month. Only one side is audible, even after always keeping in case.
"
"10135",63,44,0.548395050429228,0.0964356265597526,"Sound Clarity","I didnt have much expectations at this price range for a headphone with mic but this one has just bombed everything. I just love it. I think at this price range with a mic you dont get anything better.Kudos to amazon delivery too.
"
"8691",64,19,NA,0.344123600805843,"Good Performance","This product is good , niceclearity , bits is good , bass is ok it should be more in this price range.
"
"5226",65,6,NA,1.53093108923949,"Excellent Performance","Awesome sound quality and very comfort..
"
"1986",66,29,0.453576800886709,0.393707276615868,"After-sales Service","I bought this in December 2018 for 1500/-It worked fine for a few months and then one of the earpieces stopped working after4 months. The customer care is non-responsive.
"
"7443",67,42,NA,-0.349188480964214,"Brands","Best earphones ever & even Sony, JBL, Skullcandy etc can't even match or compared with Sennheiser brand  overall performance is great but which one is right and left note mentioned on earphones dat not a problem & with Dolby Atmos sounds great ðŸ‘ŒðŸ‘
"
"11564",68,12,NA,0.606217782649107,"Excellent Performance","Nice Earphones, Bass is awesome, Perfectly fits in the ears, Loved it....
"
"4287",69,14,NA,1.20267558860591,"Good Performance","Awesome product quality sound seems good , battery life is also good im fully satisfied
"
"1664",70,9,0.801783725737273,-0.61875013826265,"Excellent Performance","Go9d.but sound quality is not as good.
"
"4686",71,14,NA,0.0534522483824849,"After-sales Service","Worst earphones within 2 months left side stopped working please donâ€™t waste your money
"
"6276",72,17,NA,0.199000480342311,"Good Performance","Nice product but the main cable is little short that it wont completely loop up your neck
"
"8360",73,10,NA,0.505964425626941,"Worth the Money","Awesome sound , everything's great about this earphone , I loved it.
"
"11092",74,6,NA,0.408248290463863,"Bluetooth connectivity","Nice one have for smart phone
"
"7047",75,6,NA,0.918558653543692,"Good Performance","Decent bass, sound quality is good.
"
"4571",76,6,0.204124145231932,0.721687836487032,"Worth the Money","Superb bass effort.. Nice thankful Amazon
"
"6781",77,2,NA,-0.530330085889911,"Bluetooth connectivity","Mic problem
"
"1251",78,22,NA,0.021320071635561,"After-sales Service","Stopped working after 6 months when i gave the earphone to service center they took so much time just to give replacement product
"
"9563",79,22,0.135889612111878,0.293634276345823,"Worth the Money","These are nice pairs of earphones. I bought them for listening daily music. Two months I've been using it, worth for money.
"
"466",80,66,0.490488318931591,0.399775584398572,"Bluetooth connectivity","Hey Guys,I bought boAt Rockerz 255 Sports Bluetooth Wireless Earphone & I am completely satisfied with this product. Its really awesome and I am loving this Earphone easy to connect with awesome sound quality. If connected on call it works well and reduce the noise I mean noise cancellation works well. The person I was speaking to cannot identify I was using Earphone. Its value for money.
"
"2368",81,23,0.94719841757254,0.122299341678146,"Bluetooth connectivity","awesome sound performance, blushing connectivity is very fast.. disappointment is amazon packing is very bad.. unsealed box amzon should be improve in packing
"
"13025",82,13,0.489121066029131,-0.0623874678534713,"After-sales Service","This product is not working now....is there a guarantee for this product....
"
"13956",83,48,0.384102875584228,0.162160456691139,"Ergonomics","The Earphones are decent to listen music. To Receive calls, the voice echoes. More so,the length of the chord could have been a little shorter as it's length is a little bigger for a Bluetooth earpiece. Rest, Noise cancellation is good. And Thanks Amazon for timely delivery :).
"
"7448",84,64,0.346641878540156,0.236292410115288,"Worth the Money","These are good ear phones. But to be honest, I wouldn't say that these are way better than Apple EarPods. EarPods has its own classy features to this. At the same time, this earphones have very good noise attenuation features really. I have got these for around â‚¹1513, which is a very good deal and they are worth the bucks I have shelled out.
"
"7500",85,41,0.421043941335146,0.453846212013066,"Ergonomics","Best :The name is enough.Outstanding German qualityAmazing match with IPODGood treat for usual music lovers.Very much satisfied with this price range.Best seller.Cons:Cable is very thin and not suitable for rough users and bed time music lovers
"
"8241",86,18,0.12485850752358,0.475301937184044,"Bass Quality","Good frequency response. Stable across all frequencies.Good basic earphones for Audiophiles.Desired listening with equalizers is fantastic
"
"2030",87,16,0.248992496406235,0.305060819722806,"Sound Clarity","Gud product and best prize...gud bass.. voice clarity ... Noise control superb..  Thanks amazon timely deliver....
"
"13417",88,8,0.265165042944955,-0.6875,"Sound Clarity","Sound quality not good. Mic is not working :(
"
"11394",89,3,NA,0.779422863405995,"Good Performance","Very good product
"
"2583",90,3,NA,0.577350269189626,"Good Performance","Ok working good
"
"5675",91,4,NA,-0.875,"Worth the Money","Quality ia not good
"
"5168",92,45,0.202612315369543,0.357208168101915,"Bluetooth connectivity","Considering  the price sound quality  is good, although bass is not that prominent, clarity is very good. Battery  backup is good.  Connectivity in open place/room is good. One problem is not very comfortable on ear for longer period  of time. Other than that recommended.
"
"13694",93,1,NA,0.6,"Excellent Performance","Awesome
"
"2867",94,14,NA,-0.293987366103667,"Regret Purchase","Superb  BoAt Rockerz 255 Sports ðŸ‘  just ok only 13 days use Complaint product very bad
"
"12461",95,41,0.321388580778904,0.149581041944677,"Brands","Value for money ... felt something missing after all....  donâ€™t know whatâ€™s missing ... frequencies /sound quality or I donâ€™t know ... I didnâ€™t get full satisafaction ... brands make cheaper prodcts to have less quality than premium... donâ€™t know ...
"
"9262",96,10,0.375,0.28939387817473,"Worth the Money","Good product....can go for it if you want ðŸ™
"
"10442",97,8,NA,1.18440385848747,"Worth the Money","Great product with great quality Worth money product
"
"3509",98,6,NA,-0.0612372435695795,"After-sales Service","one side stop working after 5 months
"
"3901",99,3,NA,0.779422863405995,"Worth the Money","Good for money.
"
"11307",100,6,NA,0.408248290463863,"Worth the Money","My favo headset gud & quality one
"
"6107",101,27,NA,-0.433012701892219,"Bluetooth connectivity","I have already JBL wire headset but it is not comparable with that old one, I'm not satisfied with JBL T205BT Pure Bass Wireless Bluetooth headset
"
"2596",102,6,0.204124145231932,-0.157526074714055,"Battery Life","Poor battery backup.Rest is average.
"
"11969",103,31,0.231578467623108,0.178713042259233,"Bass Quality","It's a good product it looks durable and stylish but the bass is on the lower side and treble is more.How much ever you adjust the equaliser it's the same.
"
"2282",104,25,0.183289240316519,0.344064747211925,"Regret Purchase","Best product for RS 999. What I like is it's flexibility.But it doesn't have next song button.Overall I am satisfied.Thanks boAt. Thanks Amazon.
"
"1848",105,29,0.144032406304945,-0.408504461767358,"Bad Performance","Overall sound performance is not as we expect. The worst thing about this is its battery issue.Poor battery power. Used many products but its incompetent for this price.
"
"1087",106,21,NA,0.218217890235992,"Worth the Money","Sound quality is not that great and coming to Bass the bass is good and quality of the product is good
"
"10333",107,15,1.16913429510899,0.902240820716455,"Sound Clarity","Really good and precise sound quality. Is neither high on bass or treble very neutral
"
"6217",108,4,NA,0.3,"Regret Purchase","Value for money product
"
"3275",109,16,NA,-0.3125,"Ergonomics","Built quality is not good, looks like one of the ear piece is fixed with adhesive.
"
"13753",110,2,NA,-0.530330085889911,"Ergonomics","Wrong color
"
"11300",111,9,NA,0.333333333333333,"Good Performance","Quality of wire is not that much as expected.
"
"3808",112,21,NA,0.266334935033029,"Ergonomics","I can hear everything clearly but the volume level is very low ,it becomes high when I raise the full volume
"
"9987",113,20,NA,0.63727937358744,"Worth the Money","I like sound quality and the price is high can you please decrease cost so can everyone can buy this
"
"606",114,62,0.344147618629887,0.0525090193731723,"Brands","Got it today. Writing this after using it for 2-3 hours. Bass is to too good for in ear earplugs. I am an edm guy so what i want is good bass and loud music , boat rockerz fulfills it no doubt !! Noise cancellation is good  ! Supports voice assistant ! Just go for it ! I am satisfied with the quality of sound,  the beats everything! !
"
"3101",115,4,0.25,0.192929252116487,"Bass Quality","5 out of 5... Best product
"
"557",116,67,0.157578359689232,-0.0419154946948279,"After-sales Service","This is the worst product which I purchased it was not working and wasn't connecting to any device bcoz red and blue both light used to blink.. I raised a complaint and they took for replacement and said replacement done and sent the same product by doing neat polish .after replacement also not working trying to reach boad customer care but no response.. don't by this product..
"
"13310",117,4,NA,-0.375,"Bass Quality","Bass is not good
"
"6361",118,13,NA,0,"Bluetooth connectivity","Like all bluetooth devices, it lags which makes it harder to play pubg
"
"4250",119,15,NA,-0.451848057057532,"After-sales Service","Product was terrible with low sound and one side is not working with in 2 months
"
"7146",120,1,NA,0.75,"Bass Quality","Good
"
"5116",121,23,0.22649025216524,0.231731158690812,"Bluetooth connectivity","Best headphone in this price range. Battery backup is also as mentioned. the range of Bluetooth is decent and sound quality is premium.
"
"1062",122,46,0.178575323414328,-0.157481425264784,"Ergonomics","Pls guys do not purchase it....i have taken in jan 2019 now its not working properly within 4 months....when it is connected to mobile we cannot receive the call n if reveived then other person cannot hear our voice....not at all satisfied with the product.....
"
"12066",123,3,NA,0.288675134594813,NA,"I like it.
"
"13371",124,6,NA,0,"Bad Performance","Product not playing for one headphones
"
"8330",125,8,0.507388328305954,0.647452862234859,"Worth the Money","Sound clarity was very good. Loved the product
"
"12107",126,13,0.16942447403573,0.405212164672382,"Bass Quality","one of the best headphone.Bass is good .Noise Cancellation works very nicely.
"
"12121",127,9,NA,-0.1,"Worth the Money","Good one bur Should have volume control in it.
"
"13888",128,2,NA,0.353553390593274,"Bass Quality","Nice product
"
"6297",129,17,0.442462120245875,0.737132034355964,"Worth the Money","The battery life and sound quality is very good..I found the build quality a bit poor
"
"3388",130,21,NA,0.731029932290575,"Excellent Performance","Good product and I have not seen anything wrong with it, Good Battery Backup and Fast charging, Sound quality is awesome
"
"1647",131,8,0.21650635094611,0.16708163346601,"Bad Performance","Good product for the offered price. Do buy
"
"13508",132,7,0.0978505426185218,0.422744172821614,"Bass Quality","Nice product. Nice sound with awesome base.
"
"6960",133,34,0.556746131613502,0.275924537608944,"Bad Performance","Good quality fits into ear perfectly. Battery is not great hardly lasts for 3 hrs on full charge.Blue light can be annoying, it is too bright when lights are off when using in night.
"
"6357",134,13,NA,0.277350098112615,"Bluetooth connectivity","If you love apple in ears then this wireless headphones is for you.
"
"4654",135,12,0.421044000047687,0.651276458204902,"Sound Clarity","Nice product. Good sound quality but the Mike has no noise cancellation
"
"12609",136,28,0.181397515505498,0.299816082181244,"After-sales Service","Bought it in August 2018, and worked fine until now when suddenly one earpiece stopped working. Otherwise, I totally recommend it. It's a good option at the price point.
"
"6282",137,11,0.591607978309962,-0.074535599249993,"Product Durability","No noise cancellation . No sound quality... and not comfortable at all
"
"7226",138,65,0.397069516955568,-0.0741563048965648,"Bass Quality","Definitely this is not for the base lovers. Very low base sometimes not that too. Not loud. I have to increase the audio level to 70% and higher to hear it well. Even a low range earphone can perform well compared to this. Please don't buy it. I even doubt on its originality. I used cx275 previously which was too good and this one is terrible.
"
"304",139,20,NA,-0.0782623792124926,"Excellent Performance","No Noise cancellation makes it difficult to talk on call mic capturing too much of background noise, speaker is good
"
"3726",140,6,NA,-0.408248290463863,"Bad Performance","No feature to understand phone calls
"
"1473",141,23,0.590163063490704,-0.0577497964860336,"Bluetooth connectivity","Overall product is very good. Only problem I found is range coverage is not good. It's automatically get's disconnected due to coverage issue.
"
"13058",142,5,NA,0.603738353924943,"Product Durability","Very happy with the product
"
"14116",143,23,0.60806429301116,0.0924544429052603,"Battery Life","Working good .but some times I lost my connective between headfone with fone. Charging time is 2.30 hours and it's working 10 to12 hours constantly.
"
"8996",144,8,0.505964425626941,-0.390461352935014,"Brands","Not recommended for music lover. Bass is less
"
"12168",145,2,NA,0.530330085889911,"Good Performance","Good product
"
"6156",146,11,NA,0.422115882408869,"Regret Purchase","I gifted this to my brother n he just loved it
"
"6036",147,24,0.931732144247657,-0.494290476540276,"Worth the Money","Bass not soo good and volume laudness its avrage...not sooo good in traffic..and accroding the quality of earphone..price too much high
"
"5499",148,27,0.393473542403334,0.303650225054,"Battery Life","The product is good for the price but right when the battery comes to 20% it keeps saying  battery low every 3 sec. So last 20% can never be used.
"
"13979",149,39,0.0882312527257539,-0.0301065773629051,"After-sales Service","I bought this product and just in 10 days the Mic stopped working. I met another guy who said the same thing about his Wireless earphone.And I can't even find the replacement option.What to do with such situation ?
"
"12740",150,11,0,0,"Worth the Money","Battery is not working properly.pls help.pls change the device
"
"4272",151,1,NA,0.5,"Bass Quality","great
"
"1189",152,24,0.664991384655972,0.0913346259032624,"Bluetooth connectivity","I'm fully satisfied the sound quality and bass..But sometimes it's automatically disconnected with bluetooth paring..Sometimes struck the sound below 10mts frequency range..
"
"3557",153,5,NA,0.715541752799933,"Excellent Performance","The sound quality was awesome
"
"706",154,17,0.145314959158259,-0.232657003596317,"Good Performance","Not so good noice cancellation. Baas is too loud, little uneasy, i would still give 4 our of 5.
"
"11841",155,30,0.510273130224674,0.303904680648453,"Product Durability","Terrific Sound quality!! Good Base!! Clear Noise cancellation!! Worth of Money!!The Doom of the Headphone is quite sensitive, Have to definitely handle with lot of care!!Addicted to CX 275
"
"1022",156,45,0.264810802058231,-0.0265347597760245,"After-sales Service","20 days after buying the rockers, ear bud with the attached piece broke without having to make it fall or use it roughly. Window to return it back is closed as well. Be careful when ordering.Other than the poor quality build, ear phones are alright.
"
"10205",157,8,0.0221656353875182,0.619411825016766,"Sound Clarity","awesome clear sound. microphone is also very good.
"
"5651",158,15,NA,0.000193649167310371,"Ergonomics","I got my package in good condition but in earphone there is no ear plugs.
"
"5839",159,96,0.738670927718243,0.0976750596293864,"Bluetooth connectivity","JBL t205bt is light weight, flexible and easy to carry. Sound quality is good. Bluetooth connects very fast. Build quality is very good. But the design of earpiece is little different from ibuds, hence ot is quite uncomfortable for ears. Bluetooth connection quality is not  good for calls. Sound cracks and breaks very often. Battery is ok for normal daily use. ( About 3 and half hours of music play with whole day connection with mobile can be expected). Biggest drawback is noise cancellation is terrible. You can not get good music in traffic or while riding.
"
"11953",160,4,NA,0.25,"Good Performance","Decent pair of headphones
"
"13353",161,6,NA,0.653197264742181,"Battery Life","Awesome sound quality and battery life!!!!!
"
"3654",162,7,NA,-0.0566946709513841,"After-sales Service","The left earphones stopped working after 2 weeks.
"
"6898",163,4,NA,-0.5,"Bluetooth connectivity","Sometimes facing Connectivity issues
"
"4806",164,11,NA,0.180906806746658,"Bad Performance","Not durable product very bad experienceDont buy this product zero star
"
"7205",165,20,NA,-0.324229856737469,"After-sales Service","One side of earplugs isn't working properly getting proper sound from right the mic is not that great as expected..
"
"9218",166,21,0.0596589376388163,0.109000549840898,"Brands","I have 3 earphones of the this model. You will be completely lost with the mesmerizing sound when you plug it in
"
"4673",167,2,NA,0.530330085889911,"Worth the Money","Its good
"
"1256",168,10,0.418431646591735,0.704124145231932,"Excellent Performance","Sound quality is excellent.Connected properly with my one plus6
"
"12191",169,49,0.215718382682679,0.0738598188882159,"Bad Performance","Charger is not fitting in charger slot and i have mailed and called customer center for several times. they are not responding. I waste my money on this product. I need my money back. Please respond to my mails. Poor customer service i have ever seen @skullcandy .Respond immediately .
"
"8572",170,40,NA,0.656291199897195,"Brands","product is good but i wanna recommend u one thing that plz dont waste ur money bcz  i have used this headphone and skull candy for 500 rs also but the sound quality and clarity was almost same so plzz avoid
"
"5087",171,8,0.293987366103667,-0.226875050696305,"Excellent Performance","Dispointed...Not parfect for Music Loversound clearty poor
"
"3049",172,8,NA,0.618718433538229,"Product Durability","Style, Features, Color, Quality, All R Just Perfect...
"
"7084",173,1,NA,0,NA,"Ok
"
"993",174,29,NA,-0.480486687533122,"Good Performance","Sound is good you can use it for workout purpose, however noise cancellation does not work proper the person with whom you are talking will hear lot of sound.
"
"10607",175,21,0.631951882977399,0.337651194781932,"Worth the Money","Prossound quality is good.very handy and easy to plug into ears.fits ergonomically within the ears.Cons.Very High pricing.
"
"8754",176,25,0.700420490647702,0.00990940692192352,"Excellent Performance","Good Ear Set with Excellent notice reduction for person wearing the equipment. Though person on other side of line sometimes complain of some background noise.
"
"4648",177,15,NA,-0.0518334271167426,"Good Performance","Sound quality not much goodAnd its most important thing is it's not adjust any ear
"
"6184",178,21,0.170862804487346,-0.185367970142344,"Bad Performance","Battery life of the product is poor and sound quality is also not so good.. Overall not so good to use
"
"4031",179,1,NA,0.5,"Good Performance","nice.
"
"2061",180,14,0.176258359309421,0.590428651981053,"Excellent Performance","It's Wow.I like & love it.This product is very good. I'm very happy.
"
"8832",181,23,0.287678508789767,0.351490031767689,"Good Performance","Good earphones at this price but not upto the ratio of price/quality. Sound is good at High volume too. Not much bass
"
"6252",182,8,NA,0.265165042944955,"Ergonomics","Sound a bit low otherwise it's worth price
"
"389",183,56,0.385232437190974,-0.270635185255772,"Worth the Money","Hi, I bought this on 5th Feb and it stopped working on 16 Feb 2019. I am chasing people to at least get the item replaced but not sure if they will help on this. On 16th Morning, it neither switches on nor it charges when trying to charge.Very bad to see 2000 rs going in vain.Mohit
"
"11034",184,7,0.637829175487372,0.786423531850713,"Product Durability","I am enjoying its sound.super quality
"
"185",185,59,0.507120910189539,0.049398037227799,"Ergonomics","I'm not happy that boat made these sub par headphones. They sound quality feels tinny. And the build quality was bad. The rubber casing came loose on one end after a month of use and i use it with the wire dangling out of the casing now. Not happy with this purchase. Then again, they didnt cost too much.
"
"981",186,12,NA,-0.187638837486628,"Bluetooth connectivity","Noise issuesSound disruptionSometimes delay soundMike doesn't even work wellNot worthy for money
"
"1402",187,30,0.152093037835495,0.350081643461074,"Excellent Performance","This is the perfect earphone for meI wouldd definitely recommend this ti everyone.Bestt sound quality after Iphoneâ€™s headphoneAlso bestt paart is that it is entangled-free ðŸ˜€ðŸ˜€
"
"7961",188,35,0.144855987526623,0.16261456811863,"Brands","Freaking awesome... but a point is ... when u are riding fast in your bike... air gaps are created ...but thatâ€™s fine...The earphones is as expected...the base ... everythingAnd the packing was awesomeâ¤ï¸
"
"3646",189,17,NA,-0.0606339062590832,"Sound Clarity","I want to change this pieceMicrophone phone is not working properlyPlease share how I can exchange it
"
"1075",190,35,0.0447213595499958,-0.0440793451963932,"Ergonomics","Writing review after using for 1 monthAwesome BT earphone at this price... Battery back up is around 5 to 6 hours.. But once the battery% comes to 20 % it hardly stays for 5 mins..... That's the only cons....Over all 8/10....
"
"2299",191,14,0.0456435464587638,0.0385992502730967,"Bluetooth connectivity","Its ok.. ok ptoduct....sound quality while talking on phone is not that good
"
"1677",192,36,0.306404589262088,0.403484585533673,"Good Performance","It's jst awrsome to use ths product. Sound quality is good. Battery life is very good. And it's very useful for the college students so as to use them between lectures. Great product. Loved itðŸ˜ðŸ˜
"
"6607",193,4,NA,-0.675,"Good Performance","Itâ€™s totally Uncomfortable
"
"10162",194,10,0.461700538846348,0.25087868729389,"Worth the Money","Quality Earphones indeed! Bass is slightly on the weaker side.
"
"2781",195,24,0.0823884585958766,-0.152748556016958,"Battery Life","Only concern is that Everytime you turn it on it says two lines which is irritating sometimes.Also battery backup could have been better
"
"1734",196,21,0.451368924162109,0.627331787817622,"After-sales Service","Don't think twice ..just go for it... sound. Quality and. Comfort is good.... light weight!!!.. good battery quality!!...cost effective purchase!!
"
"3030",197,18,0.364646312352448,-0.0775663164258845,"Bad Performance","Don't go for this product the right year piece stop working in 6 months.after sales services are pathetic
"
